Index	Distance[?m]	Time[s]	Velocity[?m/s]
88.000000	2.539101	1.814000	1.399725
89.000000	1.284154	1.008000	1.273962
90.000000	0.878632	0.605000	1.452284
91.000000	1.047599	0.705000	1.485957
92.000000	0.878632	1.008000	0.871659
93.000000	3.569885	2.417000	1.476990
94.000000	1.363769	0.806000	1.692021
95.000000	0.305032	0.302000	1.010040
96.000000	0.923458	0.604000	1.528903
97.000000	0.206115	0.504000	0.408957
98.000000	0.515286	0.201000	2.563614
99.000000	1.686425	1.310000	1.287347
100.000000	0.984399	0.503000	1.957056
101.000000	0.531557	0.504000	1.054676
102.000000	1.134547	0.907000	1.250879
103.000000	0.618844	0.503000	1.230306
104.000000	0.446943	0.202000	2.212588
105.000000	1.323681	1.007000	1.314479
106.000000	3.945552	3.324000	1.186989
107.000000	3.602460	2.922000	1.232875
108.000000	1.543912	1.612000	0.957762
109.000000	2.847659	2.418000	1.177692
110.000000	1.388403	1.310000	1.059850
111.000000	1.773991	1.713000	1.035605
112.000000	3.561130	3.022000	1.178402
113.000000	2.478806	2.015000	1.230176
114.000000	3.293969	2.619000	1.257720
115.000000	1.329320	1.007000	1.320080
116.000000	3.647109	3.526000	1.034348
117.000000	1.329320	1.108000	1.199748
118.000000	1.227065	0.605000	2.028206
119.000000	1.363405	0.806000	1.691570
120.000000	0.852128	0.403000	2.114462
121.000000	0.958797	0.907000	1.057108
122.000000	0.926347	0.504000	1.837990
123.000000	1.235129	1.008000	1.225327
124.000000	1.272068	0.907000	1.402501
125.000000	5.805247	5.541000	1.047689
126.000000	0.472520	0.201000	2.350846
127.000000	1.900909	1.914000	0.993160
128.000000	0.577062	0.503000	1.147240
129.000000	0.882565	0.705000	1.251865
130.000000	3.666039	4.735000	0.774243
131.000000	0.611007	0.504000	1.212315
132.000000	1.851556	1.612000	1.148608
133.000000	0.822801	0.503000	1.635787
134.000000	2.044876	1.611000	1.269321
135.000000	1.226926	0.504000	2.434377
136.000000	0.749788	0.604000	1.241371
137.000000	2.888424	2.216000	1.303441
138.000000	1.052375	0.806000	1.305677
139.000000	1.025929	1.410000	0.727609
140.000000	1.333707	0.907000	1.470460
141.000000	2.300645	1.411000	1.630507
142.000000	0.648809	0.303000	2.141284
143.000000	1.539750	0.806000	1.910360
144.000000	1.779267	1.209000	1.471685
145.000000	1.337763	1.310000	1.021193
146.000000	0.832658	0.706000	1.179403
147.000000	0.684394	0.403000	1.698248
148.000000	1.676765	1.411000	1.188352
149.000000	1.191136	1.209000	0.985224
150.000000	1.670851	1.512000	1.105060
151.000000	1.446753	0.805000	1.797209
152.000000	1.377860	1.108000	1.243556
153.000000	0.797335	0.604000	1.320091
154.000000	0.852128	0.604000	1.410809
155.000000	0.759560	0.504000	1.507064
156.000000	0.582518	0.705000	0.826267
157.000000	2.679701	2.115000	1.266998
158.000000	0.409040	0.604000	0.677218
159.000000	0.504273	0.504000	1.000541
160.000000	0.874072	0.907000	0.963696
161.000000	0.341557	0.302000	1.130985
162.000000	0.784654	0.604000	1.299096
163.000000	1.364615	0.604000	2.259297
164.000000	2.345925	2.116000	1.108660
165.000000	1.020384	0.907000	1.125010
166.000000	0.744997	0.403000	1.848628
167.000000	0.618178	0.705000	0.876848
168.000000	2.139050	2.015000	1.061563
169.000000	0.950455	1.208000	0.786800
170.000000	1.189351	1.208000	0.984562
171.000000	0.856305	0.403000	2.124826
172.000000	1.396415	1.008000	1.385333
173.000000	0.579001	0.503000	1.151096
174.000000	0.171508	0.403000	0.425578
175.000000	0.411619	0.504000	0.816705
176.000000	1.336240	1.007000	1.326952
177.000000	0.824112	0.706000	1.167297
178.000000	0.513032	0.403000	1.273032
179.000000	1.733055	1.108000	1.564129
180.000000	2.092858	2.317000	0.903262
181.000000	1.383808	1.007000	1.374189
182.000000	1.358247	0.806000	1.685170
183.000000	0.678190	0.705000	0.961971
184.000000	1.069785	0.705000	1.517425
185.000000	0.727472	0.605000	1.202433
186.000000	1.524228	1.209000	1.260734
187.000000	1.376540	1.008000	1.365615
188.000000	0.378548	0.302000	1.253471
189.000000	1.644757	1.511000	1.088522
190.000000	3.336273	2.619000	1.273873
191.000000	0.374357	0.403000	0.928926
192.000000	0.884844	0.705000	1.255098
193.000000	1.984567	1.209000	1.641494
194.000000	1.676617	1.410000	1.189090
195.000000	0.511300	0.403000	1.268734
196.000000	0.581119	0.504000	1.153014
197.000000	0.786220	1.309000	0.582679
198.000000	0.274305	0.907000	0.302431
199.000000	0.411457	1.007000	0.408597
200.000000	1.647921	1.512000	1.089895
